#Boxplots d'expressions du gène RAD21 en fonction de la feature consensusAMLFusions
#Résultat du test statistique ANOVA : F = 2.447, p-value = 0.022
#Tableau des résultats :
Sample       Feature  ExpressionGene
BA2922    DEK-NUP214        8.127970
BA2172      KMT2A_re        8.222409
BA2488      PML-RARA        7.669884
BA2449 RUNX1-RUNX1T1        7.663696
BA3038    CBFB-MYH11        7.256113
BA2649      PML-RARA        7.481635
BA2909 RUNX1-RUNX1T1        7.472129
BA2947 RUNX1-RUNX1T1        7.241384
BA2564    CBFB-MYH11        7.383618
BA3243      PML-RARA        7.052926
BA2427    CBFB-MYH11        7.559772
BA2446   MLLT3-KMT2A        7.857779
BA2025   MLLT3-KMT2A        7.835544
BA2087   MLLT3-KMT2A        7.354841
BA2148    CBFB-MYH11        7.397345
BA3178   MLLT3-KMT2A        8.067061
BA2072    CBFB-MYH11        7.247323
BA2733    CBFB-MYH11        7.768842
BA2069   MLLT3-KMT2A        7.865198
BA2308   GATA2-MECOM        7.598087
BA2413   GATA2-MECOM        7.738613
BA2334    DEK-NUP214        7.886425
BA2050    DEK-NUP214        7.988988
BA2294 RUNX1-RUNX1T1        7.729414
BA2814   MLLT3-KMT2A        7.943141
BA2511   GATA2-MECOM        7.691603
BA2505   GATA2-MECOM        7.473165
BA2282      PML-RARA        7.348375
BA2482    CBFB-MYH11        7.692883
BA2906      KMT2A_re        7.786813
BA2956    CBFB-MYH11        7.800943
BA2737 RUNX1-RUNX1T1        7.845671
BA2463 RUNX1-RUNX1T1        7.734622
BA2992    CBFB-MYH11        7.641355
BA2260    CBFB-MYH11        7.742635
BA2524    CBFB-MYH11        7.489339
BA2811      PML-RARA        7.551898
BA2540   MLLT3-KMT2A        7.024807
BA2928   MLLT3-KMT2A        7.874307
BA2651   MLLT3-KMT2A        7.385603
BA3013      KMT2A_re        7.667355
BA2377   MLLT3-KMT2A        7.211347
BA2095      PML-RARA        7.647789
BA2727   GATA2-MECOM        7.354841
BA2053    CBFB-MYH11        7.311272
BA2354 RUNX1-RUNX1T1        7.542954
BA3145    DEK-NUP214        7.730717
BA2464      PML-RARA        7.469974
BA2541      KMT2A_re        7.593254
BA2143      PML-RARA        8.058018
BA2497      KMT2A_re        8.184160
BA2575    CBFB-MYH11        7.272052
BA2791      PML-RARA        7.852051
BA2709    CBFB-MYH11        7.460658
BA2281      PML-RARA        8.689630
BA2828    CBFB-MYH11        7.517327
BA2952   MLLT3-KMT2A        7.889495
BA2051    CBFB-MYH11        7.357647
BA2532      PML-RARA        8.139386
BA3011      PML-RARA        8.232205
BA2510      KMT2A_re        8.045918
