#Boxplots d'expressions du gène BCOR en fonction de la feature consensusAMLFusions
#Résultat du test statistique ANOVA : F = 7.030, p-value = 0.000
#Tableau des résultats :
Sample       Feature  ExpressionGene
BA2922    DEK-NUP214        6.247715
BA2172      KMT2A_re        7.461639
BA2488      PML-RARA        5.524262
BA2449 RUNX1-RUNX1T1        5.459303
BA3038    CBFB-MYH11        5.717557
BA2649      PML-RARA        5.536120
BA2909 RUNX1-RUNX1T1        5.349367
BA2947 RUNX1-RUNX1T1        4.925959
BA2564    CBFB-MYH11        5.322335
BA3243      PML-RARA        7.844231
BA2427    CBFB-MYH11        6.192141
BA2446   MLLT3-KMT2A        6.327797
BA2025   MLLT3-KMT2A        7.179137
BA2087   MLLT3-KMT2A        6.593641
BA2148    CBFB-MYH11        6.437392
BA3178   MLLT3-KMT2A        6.187724
BA2072    CBFB-MYH11        5.548046
BA2733    CBFB-MYH11        5.507213
BA2069   MLLT3-KMT2A        6.369829
BA2308   GATA2-MECOM        5.740113
BA2413   GATA2-MECOM        5.304601
BA2334    DEK-NUP214        5.900766
BA2050    DEK-NUP214        5.536856
BA2294 RUNX1-RUNX1T1        5.773314
BA2814   MLLT3-KMT2A        5.636295
BA2511   GATA2-MECOM        5.104206
BA2505   GATA2-MECOM        5.480594
BA2282      PML-RARA        5.250383
BA2482    CBFB-MYH11        5.592897
BA2906      KMT2A_re        6.005138
BA2956    CBFB-MYH11        5.557395
BA2737 RUNX1-RUNX1T1        7.612452
BA2463 RUNX1-RUNX1T1        8.014572
BA2992    CBFB-MYH11        5.650652
BA2260    CBFB-MYH11        5.053277
BA2524    CBFB-MYH11        6.158350
BA2811      PML-RARA        5.528401
BA2540   MLLT3-KMT2A        6.468780
BA2928   MLLT3-KMT2A        6.107877
BA2651   MLLT3-KMT2A        6.973836
BA3013      KMT2A_re        5.570413
BA2377   MLLT3-KMT2A        6.920501
BA2095      PML-RARA        5.466636
BA2727   GATA2-MECOM        6.180314
BA2053    CBFB-MYH11        6.212305
BA2354 RUNX1-RUNX1T1        5.818015
BA3145    DEK-NUP214        6.984191
BA2464      PML-RARA        5.862101
BA2541      KMT2A_re        6.196470
BA2143      PML-RARA        5.732841
BA2497      KMT2A_re        6.551311
BA2575    CBFB-MYH11        5.540205
BA2791      PML-RARA        4.838289
BA2709    CBFB-MYH11        4.932284
BA2281      PML-RARA        5.148973
BA2828    CBFB-MYH11        4.720755
BA2952   MLLT3-KMT2A        6.549289
BA2051    CBFB-MYH11        6.214967
BA2532      PML-RARA        5.331023
BA3011      PML-RARA        5.446408
BA2510      KMT2A_re        6.835358
BA2374      PML-RARA        6.999254
BA2031      KMT2A_re        6.624662
BA2066      KMT2A_re        6.195633
BA2304   MLLT3-KMT2A        5.176650
BA2355      KMT2A_re        6.595194
BA2322    CBFB-MYH11        5.562923
BA2121 RUNX1-RUNX1T1        5.329925
BA2944 RUNX1-RUNX1T1        5.530953
BA2978 RUNX1-RUNX1T1        5.412822
BA2587    CBFB-MYH11        5.862985
BA2623    CBFB-MYH11        5.175595
BA2426    CBFB-MYH11        5.892801
BA2786   MLLT3-KMT2A        5.554376
BA2483      KMT2A_re        7.265853
BA3002      KMT2A_re        7.382575
BA2639    CBFB-MYH11        5.935725
BA2501      PML-RARA        5.350810
BA3407      KMT2A_re        6.681820
BA2646      PML-RARA        5.794042
BA2306 RUNX1-RUNX1T1        5.175256
BA2842 RUNX1-RUNX1T1        6.212305
BA2904    CBFB-MYH11        6.068855
BA2234      KMT2A_re        6.762409
BA2022      PML-RARA        5.720999
BA2037   GATA2-MECOM        6.339640
BA2882   MLLT3-KMT2A        5.319029
BA2728   GATA2-MECOM        6.333683
BA2951   GATA2-MECOM        5.780780
BA2584      KMT2A_re        7.426288
BA2047      PML-RARA        5.976912
BA2101    CBFB-MYH11        5.139415
BA2507    CBFB-MYH11        6.052796
BA2500      PML-RARA        6.069718
BA2830    CBFB-MYH11        5.524613
BA2353    CBFB-MYH11        6.154815
BA3118    CBFB-MYH11        5.864178
BA3206 RUNX1-RUNX1T1        5.884446
BA3103    CBFB-MYH11        5.905970
BA3187    CBFB-MYH11        4.792061
BA3098    CBFB-MYH11        5.946788
BA3126      KMT2A_re        4.809558
BA3418   GATA2-MECOM        6.584055
BA3085 RUNX1-RUNX1T1        5.131240
BA3173 RUNX1-RUNX1T1        5.135852
BA3374      KMT2A_re        6.505982
BA3403      KMT2A_re        6.491022
BA3222      KMT2A_re        7.048512
BA3167   MLLT3-KMT2A        6.942258
BA3430   MLLT3-KMT2A        5.962644
BA3384      KMT2A_re        6.603683
BA3449   GATA2-MECOM        6.341457
BA3163   MLLT3-KMT2A        5.124577
BA3158 RUNX1-RUNX1T1        5.271786
BA3162    CBFB-MYH11        5.932938
BA3084      KMT2A_re        6.675587
BA3169      KMT2A_re        7.262382
BA3438      KMT2A_re        6.982083
BA3191    CBFB-MYH11        5.527228
BA3448      KMT2A_re        6.343221
BA3094      KMT2A_re        6.702504
BA3373   GATA2-MECOM        6.141075
BA3319    CBFB-MYH11        5.677729
BA3240      BCR-ABL1        6.752517
BA3264      PML-RARA        5.573030
BA3417      BCR-ABL1        5.068119
BA3213    CBFB-MYH11        4.656172
BA3250    CBFB-MYH11        5.524982
BA3177    CBFB-MYH11        5.920367
BA3182    CBFB-MYH11        5.335764
BA3369    CBFB-MYH11        5.549518
BA3295    CBFB-MYH11        5.397078
BA3283    CBFB-MYH11        5.214325
BA3136      KMT2A_re        5.914372
BA3351      PML-RARA        6.190779
BA3137    CBFB-MYH11        5.514215
BA3249      KMT2A_re        6.959603
