#Boxplots d'expressions du gène WT1 en fonction de la feature consensusAMLFusions
#Résultat du test statistique ANOVA : F = 16.660, p-value = 0.000
#Tableau des résultats :
Sample       Feature  ExpressionGene
BA2922    DEK-NUP214        5.650284
BA2172      KMT2A_re        4.302406
BA2488      PML-RARA        6.090874
BA2449 RUNX1-RUNX1T1        1.622725
BA3038    CBFB-MYH11        3.846067
BA2649      PML-RARA        5.963861
BA2909 RUNX1-RUNX1T1        2.231638
BA2947 RUNX1-RUNX1T1        3.466050
BA2564    CBFB-MYH11        3.551793
BA3243      PML-RARA        3.877404
BA2427    CBFB-MYH11        5.052201
BA2446   MLLT3-KMT2A        1.236827
BA2025   MLLT3-KMT2A        1.769173
BA2087   MLLT3-KMT2A       -2.743430
BA2148    CBFB-MYH11        6.984837
BA3178   MLLT3-KMT2A       -3.699774
BA2072    CBFB-MYH11        3.929058
BA2733    CBFB-MYH11        4.799058
BA2069   MLLT3-KMT2A       -5.520913
BA2308   GATA2-MECOM        5.748612
BA2413   GATA2-MECOM        5.711381
BA2334    DEK-NUP214        5.381515
BA2050    DEK-NUP214        5.040327
BA2294 RUNX1-RUNX1T1        4.446280
BA2814   MLLT3-KMT2A       -2.472142
BA2511   GATA2-MECOM        3.554686
BA2505   GATA2-MECOM        3.835249
BA2282      PML-RARA       -1.418907
BA2482    CBFB-MYH11        4.361277
BA2906      KMT2A_re        1.602316
BA2956    CBFB-MYH11        4.143663
BA2737 RUNX1-RUNX1T1       -4.303181
BA2463 RUNX1-RUNX1T1        0.234842
BA2992    CBFB-MYH11        4.611504
BA2260    CBFB-MYH11        3.587427
BA2524    CBFB-MYH11        5.841504
BA2811      PML-RARA        5.683056
BA2540   MLLT3-KMT2A       -3.540721
BA2928   MLLT3-KMT2A       -4.042784
BA2651   MLLT3-KMT2A        4.955064
BA3013      KMT2A_re        4.096766
BA2377   MLLT3-KMT2A       -3.731328
BA2095      PML-RARA        5.663197
BA2727   GATA2-MECOM        3.800760
BA2053    CBFB-MYH11        5.615495
BA2354 RUNX1-RUNX1T1        1.422342
BA3145    DEK-NUP214        6.594181
BA2464      PML-RARA        5.401477
BA2541      KMT2A_re        4.010706
BA2143      PML-RARA        2.545442
